Site ID,L35/0558
Site Name,L35/0558
Site ID,SampleID,Collection Date,Measurement,Value,Units
"L35/0558","1204445","12-Nov 2012 12:45pm","Cadmium, Dissolved","<0.00005","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Calcium, Dissolved","13.770","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Chloride","4.500","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Conductivity","13.0","mS/m"
"L35/0558","1204445","12-Nov 2012 12:45pm","Conductivity (Field)","14.40","mS/m"
"L35/0558","1204445","12-Nov 2012 12:45pm","Difference in Ion Balance","-3.200","%"
"L35/0558","1204445","12-Nov 2012 12:45pm","Dissolved Oxygen","5.000","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Dissolved Oxygen Saturation","48.000","%"
"L35/0558","1204445","12-Nov 2012 12:45pm","E. coli","<1","MPN/100mL"
"L35/0558","1204445","12-Nov 2012 12:45pm","Hardness, Total","54.000","g/m3 as CaCO3"
"L35/0558","1204445","12-Nov 2012 12:45pm","Iron, Dissolved","0.102","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Magnesium, Dissolved","4.670","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Manganese, Dissolved","0.0099","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Nitrate Nitrogen","3.000","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","pH","7.0",""
"L35/0558","1204445","12-Nov 2012 12:45pm","pH (Field)","6.20",""
"L35/0558","1204445","12-Nov 2012 12:45pm","Potassium, Dissolved","1.005","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Silica, Reactive","14.000","mg/L  as SiO2"
"L35/0558","1204445","12-Nov 2012 12:45pm","Sodium, Dissolved","7.160","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Sulphate","4.600","mg/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Sum of anions","1.502","meq/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Sum of cations","1.409","meq/L"
"L35/0558","1204445","12-Nov 2012 12:45pm","Total Coliforms","<1.00","number/100mL"
"L35/0558","1204445","12-Nov 2012 12:45pm","Water Temperature (Field)","11.3","C"
"L35/0558","1105310","26-Sep 2011 10:00am","Alkalinity to pH 4.5 as HCO3","65.000","mg/L  as HCO3"
"L35/0558","1105310","26-Sep 2011 10:00am","Ammoniacal Nitrogen","0.008","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Calcium, Dissolved","13.300","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Chloride","4.400","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Conductivity","13.0","mS/m"
"L35/0558","1105310","26-Sep 2011 10:00am","Conductivity (Field)","14.00","mS/m"
"L35/0558","1105310","26-Sep 2011 10:00am","Difference in Ion Balance","-3.400","%"
"L35/0558","1105310","26-Sep 2011 10:00am","Dissolved Oxygen","10.050","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Dissolved Oxygen Saturation","91.600","%"
"L35/0558","1105310","26-Sep 2011 10:00am","E. coli","<1","MPN/100mL"
"L35/0558","1105310","26-Sep 2011 10:00am","Hardness, Total","53.000","g/m3 as CaCO3"
"L35/0558","1105310","26-Sep 2011 10:00am","Iron, Dissolved","0.030","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Magnesium, Dissolved","4.900","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Manganese, Dissolved","0.0029","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Nitrate Nitrogen","2.300","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","pH","7.4",""
"L35/0558","1105310","26-Sep 2011 10:00am","pH (Field)","6.40",""
"L35/0558","1105310","26-Sep 2011 10:00am","Potassium, Dissolved","0.800","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Silica, Reactive","30.000","mg/L  as SiO2"
"L35/0558","1105310","26-Sep 2011 10:00am","Sodium, Dissolved","6.600","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Sulphate","5.600","mg/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Sum of anions","1.471","meq/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Sum of cations","1.373","meq/L"
"L35/0558","1105310","26-Sep 2011 10:00am","Total Coliforms","<1.00","number/100mL"
"L35/0558","1105310","26-Sep 2011 10:00am","Water Temperature (Field)","11.1","C"
"L35/0558","1005458","18-Oct 2010 11:00am","Alkalinity to pH 4.5 as HCO3","57.000","mg/L  as HCO3"
"L35/0558","1005458","18-Oct 2010 11:00am","Ammoniacal Nitrogen","0.023","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Calcium, Dissolved","14.000","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Chloride","5.300","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Conductivity","14.0","mS/m"
"L35/0558","1005458","18-Oct 2010 11:00am","Conductivity (Field)","11.90","mS/m"
"L35/0558","1005458","18-Oct 2010 11:00am","Difference in Ion Balance","-1.300","%"
"L35/0558","1005458","18-Oct 2010 11:00am","Dissolved Oxygen","10.800","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Dissolved Oxygen Saturation","99.000","%"
"L35/0558","1005458","18-Oct 2010 11:00am","E. coli","<1","MPN/100mL"
"L35/0558","1005458","18-Oct 2010 11:00am","Hardness, Total","54.000","g/m3 as CaCO3"
"L35/0558","1005458","18-Oct 2010 11:00am","Iron, Dissolved","0.100","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Magnesium, Dissolved","4.700","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Manganese, Dissolved","<0.0100","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Nitrate Nitrogen","3.000","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","pH","7.2",""
"L35/0558","1005458","18-Oct 2010 11:00am","pH (Field)","6.80",""
"L35/0558","1005458","18-Oct 2010 11:00am","Potassium, Dissolved","0.800","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Silica, Reactive","14.000","mg/L  as SiO2"
"L35/0558","1005458","18-Oct 2010 11:00am","Sodium, Dissolved","6.500","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Sulphate","6.200","mg/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Sum of anions","1.427","meq/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Sum of cations","1.391","meq/L"
"L35/0558","1005458","18-Oct 2010 11:00am","Total Coliforms","<1.00","number/100mL"
"L35/0558","1005458","18-Oct 2010 11:00am","Water Temperature (Field)","11.2","C"
"L35/0558","2905703","11-Nov 2009 12:00pm","Alkalinity to pH 4.5 as HCO3","66.000","mg/L  as HCO3"
"L35/0558","2905703","11-Nov 2009 12:00pm","Ammoniacal Nitrogen","0.033","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Calcium, Dissolved","14.000","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Chloride","5.500","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Conductivity","13.0","mS/m"
"L35/0558","2905703","11-Nov 2009 12:00pm","Conductivity (Field)","14.50","mS/m"
"L35/0558","2905703","11-Nov 2009 12:00pm","Difference in Ion Balance","-4.200","%"
"L35/0558","2905703","11-Nov 2009 12:00pm","Dissolved Oxygen","5.200","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Dissolved Oxygen Saturation","48.000","%"
"L35/0558","2905703","11-Nov 2009 12:00pm","E. coli","<1","MPN/100mL"
"L35/0558","2905703","11-Nov 2009 12:00pm","Hardness, Total","56.000","g/m3 as CaCO3"
"L35/0558","2905703","11-Nov 2009 12:00pm","Iron, Dissolved","0.410","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Magnesium, Dissolved","5.000","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Manganese, Dissolved","0.0200","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Nitrate Nitrogen","3.200","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","pH","7.0",""
"L35/0558","2905703","11-Nov 2009 12:00pm","pH (Field)","6.00",""
"L35/0558","2905703","11-Nov 2009 12:00pm","Potassium, Dissolved","0.900","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Silica, Reactive","14.000","mg/L  as SiO2"
"L35/0558","2905703","11-Nov 2009 12:00pm","Sodium, Dissolved","6.700","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Sulphate","4.700","mg/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Sum of anions","1.564","meq/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Sum of cations","1.439","meq/L"
"L35/0558","2905703","11-Nov 2009 12:00pm","Total Coliforms","<1.00","number/100mL"
"L35/0558","2905703","11-Nov 2009 12:00pm","Water Temperature (Field)","11.4","C"
"L35/0558","2806402","03-Nov 2008 12:15pm","Alkalinity to pH 4.5 as HCO3","53.000","mg/L  as HCO3"
"L35/0558","2806402","03-Nov 2008 12:15pm","Ammoniacal Nitrogen","0.046","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Calcium, Dissolved","15.000","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Chloride","5.400","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Conductivity","15.0","mS/m"
"L35/0558","2806402","03-Nov 2008 12:15pm","Conductivity (Field)","15.10","mS/m"
"L35/0558","2806402","03-Nov 2008 12:15pm","Difference in Ion Balance","5.500","%"
"L35/0558","2806402","03-Nov 2008 12:15pm","Dissolved Oxygen","10.800","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Dissolved Oxygen Saturation","94.400","%"
"L35/0558","2806402","03-Nov 2008 12:15pm","Dissolved Reactive Phosphorus","0.0030","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","E. coli","<1","MPN/100mL"
"L35/0558","2806402","03-Nov 2008 12:15pm","Hardness, Total","58.000","g/m3 as CaCO3"
"L35/0558","2806402","03-Nov 2008 12:15pm","Iron, Dissolved","0.640","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Magnesium, Dissolved","4.900","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Manganese, Dissolved","0.0400","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Nitrate Nitrogen","3.800","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Oxygen 18","-9.220",""
"L35/0558","2806402","03-Nov 2008 12:15pm","pH","6.8",""
"L35/0558","2806402","03-Nov 2008 12:15pm","pH (Field)","6.00",""
"L35/0558","2806402","03-Nov 2008 12:15pm","Potassium, Dissolved","1.400","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Silica, Reactive","14.000","mg/L  as SiO2"
"L35/0558","2806402","03-Nov 2008 12:15pm","Sodium, Dissolved","7.300","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Sulphate","3.700","mg/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Sum of anions","1.370","meq/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Sum of cations","1.528","meq/L"
"L35/0558","2806402","03-Nov 2008 12:15pm","Total Coliforms","<1.00","number/100mL"
"L35/0558","2806402","03-Nov 2008 12:15pm","Water Temperature (Field)","11.6","C"
"L35/0558","2605858","09-Oct 2006 12:30pm","Alkalinity to pH 4.5 as HCO3","61.000","mg/L  as HCO3"
"L35/0558","2605858","09-Oct 2006 12:30pm","Ammoniacal Nitrogen","0.170","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Calcium, Dissolved","13.000","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Chloride","4.800","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Conductivity","13.0","mS/m"
"L35/0558","2605858","09-Oct 2006 12:30pm","Conductivity (Field)","12.80","mS/m"
"L35/0558","2605858","09-Oct 2006 12:30pm","Difference in Ion Balance","-0.760","%"
"L35/0558","2605858","09-Oct 2006 12:30pm","Dissolved Oxygen","2.100","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Dissolved Oxygen Saturation","18.900","%"
"L35/0558","2605858","09-Oct 2006 12:30pm","E. coli","<1","MPN/100mL"
"L35/0558","2605858","09-Oct 2006 12:30pm","Hardness, Total","50.000","g/m3 as CaCO3"
"L35/0558","2605858","09-Oct 2006 12:30pm","Iron, Dissolved","0.280","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Magnesium, Dissolved","4.200","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Manganese, Dissolved","0.0300","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Nitrate Nitrogen","2.000","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","pH","6.9",""
"L35/0558","2605858","09-Oct 2006 12:30pm","pH (Field)","7.30",""
"L35/0558","2605858","09-Oct 2006 12:30pm","Potassium, Dissolved","0.800","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Silica, Reactive","8.600","mg/L  as SiO2"
"L35/0558","2605858","09-Oct 2006 12:30pm","Sodium, Dissolved","6.200","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Sulphate","2.200","mg/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Sum of anions","1.324","meq/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Sum of cations","1.304","meq/L"
"L35/0558","2605858","09-Oct 2006 12:30pm","Total Coliforms","<1.00","number/100mL"
"L35/0558","2605858","09-Oct 2006 12:30pm","Water Temperature (Field)","11.5","C"
"L35/0558","2506858","26-Sep 2005 14:00pm","Alkalinity to pH 4.5 as HCO3","60.000","mg/L  as HCO3"
"L35/0558","2506858","26-Sep 2005 14:00pm","Ammoniacal Nitrogen","0.110","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Calcium, Dissolved","12.000","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Chloride","3.900","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Conductivity","12.0","mS/m"
"L35/0558","2506858","26-Sep 2005 14:00pm","Conductivity (Field)","12.30","mS/m"
"L35/0558","2506858","26-Sep 2005 14:00pm","Difference in Ion Balance","-1.200","%"
"L35/0558","2506858","26-Sep 2005 14:00pm","Dissolved Oxygen","2.800","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Dissolved Oxygen Saturation","26.600","%"
"L35/0558","2506858","26-Sep 2005 14:00pm","E. coli","<1","MPN/100mL"
"L35/0558","2506858","26-Sep 2005 14:00pm","Hardness, Total","46.000","g/m3 as CaCO3"
"L35/0558","2506858","26-Sep 2005 14:00pm","Iron, Dissolved","0.230","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Magnesium, Dissolved","4.000","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Manganese, Dissolved","0.0300","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Nitrate Nitrogen","1.600","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","pH","6.9",""
"L35/0558","2506858","26-Sep 2005 14:00pm","pH (Field)","6.70",""
"L35/0558","2506858","26-Sep 2005 14:00pm","Potassium, Dissolved","0.900","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Silica, Reactive","11.000","mg/L  as SiO2"
"L35/0558","2506858","26-Sep 2005 14:00pm","Sodium, Dissolved","6.400","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Sulphate","3.100","mg/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Sum of anions","1.273","meq/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Sum of cations","1.243","meq/L"
"L35/0558","2506858","26-Sep 2005 14:00pm","Total Coliforms","10.0","number/100mL"
"L35/0558","2506858","26-Sep 2005 14:00pm","Water Temperature (Field)","11.2","C"
"L35/0558","2406633","30-Sep 2004 10:15am","Alkalinity to pH 4.5 as HCO3","60.000","mg/L  as HCO3"
"L35/0558","2406633","30-Sep 2004 10:15am","Ammoniacal Nitrogen","0.091","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Calcium, Dissolved","12.000","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Chloride","4.500","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Conductivity","13.0","mS/m"
"L35/0558","2406633","30-Sep 2004 10:15am","Conductivity (Field)","12.80","mS/m"
"L35/0558","2406633","30-Sep 2004 10:15am","Difference in Ion Balance","-3.000","%"
"L35/0558","2406633","30-Sep 2004 10:15am","Dissolved Oxygen","3.700","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Dissolved Oxygen Saturation","33.800","%"
"L35/0558","2406633","30-Sep 2004 10:15am","E. coli","<1","MPN/100mL"
"L35/0558","2406633","30-Sep 2004 10:15am","Hardness, Total","46.000","g/m3 as CaCO3"
"L35/0558","2406633","30-Sep 2004 10:15am","Iron, Dissolved","0.150","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Magnesium, Dissolved","4.000","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Manganese, Dissolved","0.0200","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Nitrate Nitrogen","2.100","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","pH","6.6",""
"L35/0558","2406633","30-Sep 2004 10:15am","pH (Field)","6.80",""
"L35/0558","2406633","30-Sep 2004 10:15am","Potassium, Dissolved","0.800","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Silica, Reactive","12.000","mg/L  as SiO2"
"L35/0558","2406633","30-Sep 2004 10:15am","Sodium, Dissolved","6.700","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Sulphate","3.100","mg/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Sum of anions","1.325","meq/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Sum of cations","1.249","meq/L"
"L35/0558","2406633","30-Sep 2004 10:15am","Total Coliforms","<1.00","number/100mL"
"L35/0558","2406633","30-Sep 2004 10:15am","Water Temperature (Field)","11.0","C"
"L35/0558","2306006","08-Oct 2003 10:45am","Alkalinity to pH 4.5 as HCO3","63.000","mg/L  as HCO3"
"L35/0558","2306006","08-Oct 2003 10:45am","Ammoniacal Nitrogen","0.044","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Calcium, Dissolved","11.000","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Chloride","4.300","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Conductivity","14.0","mS/m"
"L35/0558","2306006","08-Oct 2003 10:45am","Conductivity (Field)","13.40","mS/m"
"L35/0558","2306006","08-Oct 2003 10:45am","Difference in Ion Balance","-6.900","%"
"L35/0558","2306006","08-Oct 2003 10:45am","Dissolved Oxygen","5.100","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Dissolved Oxygen Saturation","46.900","%"
"L35/0558","2306006","08-Oct 2003 10:45am","E. coli","<1","MPN/100mL"
"L35/0558","2306006","08-Oct 2003 10:45am","Hardness, Total","44.000","g/m3 as CaCO3"
"L35/0558","2306006","08-Oct 2003 10:45am","Iron, Dissolved","0.190","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Iron, Total","3.300","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Magnesium, Dissolved","4.000","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Manganese, Dissolved","0.0300","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Nitrate Nitrogen","2.000","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","pH","6.7",""
"L35/0558","2306006","08-Oct 2003 10:45am","pH (Field)","6.60",""
"L35/0558","2306006","08-Oct 2003 10:45am","Potassium, Dissolved","0.900","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Silica, Reactive","14.000","mg/L  as SiO2"
"L35/0558","2306006","08-Oct 2003 10:45am","Sodium, Dissolved","6.400","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Sulphate","3.100","mg/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Sum of anions","1.362","meq/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Sum of cations","1.187","meq/L"
"L35/0558","2306006","08-Oct 2003 10:45am","Total Coliforms","<1.00","number/100mL"
"L35/0558","2306006","08-Oct 2003 10:45am","Water Temperature (Field)","11.3","C"
"L35/0558","2205128","29-Oct 2002 10:40am","Alkalinity to pH 4.5 as HCO3","56.000","mg/L  as HCO3"
"L35/0558","2205128","29-Oct 2002 10:40am","Ammoniacal Nitrogen","0.013","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Calcium, Total","12.000","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Chloride","4.000","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Conductivity","16.0","mS/m"
"L35/0558","2205128","29-Oct 2002 10:40am","Difference in Ion Balance","2.800","%"
"L35/0558","2205128","29-Oct 2002 10:40am","Dissolved Oxygen","4.700","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Dissolved Oxygen Saturation","43.300","%"
"L35/0558","2205128","29-Oct 2002 10:40am","E. coli","<1","MPN/100mL"
"L35/0558","2205128","29-Oct 2002 10:40am","Hardness, Total","48.000","g/m3 as CaCO3"
"L35/0558","2205128","29-Oct 2002 10:40am","Iron, Total","1.400","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Magnesium, Total","4.500","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Manganese, Total","0.06000","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Nitrate Nitrogen","2.100","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","pH","6.6",""
"L35/0558","2205128","29-Oct 2002 10:40am","Potassium, Total","0.900","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Silica, Reactive","13.000","mg/L  as SiO2"
"L35/0558","2205128","29-Oct 2002 10:40am","Sodium, Total","6.400","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Sulphate","3.400","mg/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Sum of anions","1.252","meq/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Sum of cations","1.324","meq/L"
"L35/0558","2205128","29-Oct 2002 10:40am","Total Coliforms","1.00","number/100mL"
"L35/0558","2205128","29-Oct 2002 10:40am","Water Temperature (Field)","11.3","C"
"L35/0558","2105837","26-Sep 2001 10:25am","Alkalinity to pH 4.5 as HCO3","44.000","mg/L  as HCO3"
"L35/0558","2105837","26-Sep 2001 10:25am","Ammoniacal Nitrogen","0.140","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Calcium, Total","10.000","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Chloride","3.200","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Conductivity","31.0","mS/m"
"L35/0558","2105837","26-Sep 2001 10:25am","Difference in Ion Balance","5.600","%"
"L35/0558","2105837","26-Sep 2001 10:25am","E. coli","<1","MPN/100mL"
"L35/0558","2105837","26-Sep 2001 10:25am","Faecal Coliforms","<1","cfu/100mL"
"L35/0558","2105837","26-Sep 2001 10:25am","Hardness, Total","37.000","g/m3 as CaCO3"
"L35/0558","2105837","26-Sep 2001 10:25am","Iron, Total","0.920","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Magnesium, Total","3.000","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Manganese, Total","<0.01000","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Nitrate Nitrogen","1.300","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","pH","6.7",""
"L35/0558","2105837","26-Sep 2001 10:25am","Potassium, Total","0.700","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Silica, Reactive","9.500","mg/L  as SiO2"
"L35/0558","2105837","26-Sep 2001 10:25am","Sodium, Total","6.000","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Sulphate","2.400","mg/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Sum of anions","0.954","meq/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Sum of cations","1.068","meq/L"
"L35/0558","2105837","26-Sep 2001 10:25am","Total Coliforms","<1.00","number/100mL"
"L35/0558","2008882","30-Oct 2000 09:45am","Alkalinity to pH 4.5 as HCO3","53.000","mg/L  as HCO3"
"L35/0558","2008882","30-Oct 2000 09:45am","Ammoniacal Nitrogen","0.210","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Calcium, Total","9.300","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Chloride","3.500","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Conductivity","12.0","mS/m"
"L35/0558","2008882","30-Oct 2000 09:45am","Conductivity (Field)","11.60","mS/m"
"L35/0558","2008882","30-Oct 2000 09:45am","Difference in Ion Balance","-0.800","%"
"L35/0558","2008882","30-Oct 2000 09:45am","Dissolved Oxygen","3.800","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Dissolved Oxygen Saturation","35.000","%"
"L35/0558","2008882","30-Oct 2000 09:45am","E. coli","<1","MPN/100mL"
"L35/0558","2008882","30-Oct 2000 09:45am","Faecal Coliforms","<1","cfu/100mL"
"L35/0558","2008882","30-Oct 2000 09:45am","Hardness, Total","36.000","g/m3 as CaCO3"
"L35/0558","2008882","30-Oct 2000 09:45am","Iron, Total","1.600","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Magnesium, Total","3.200","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Manganese, Total","0.05000","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Nitrate Nitrogen","1.500","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","pH","7.0",""
"L35/0558","2008882","30-Oct 2000 09:45am","pH (Field)","6.40",""
"L35/0558","2008882","30-Oct 2000 09:45am","Potassium, Total","0.900","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Silica, Reactive","9.200","mg/L  as SiO2"
"L35/0558","2008882","30-Oct 2000 09:45am","Sodium, Total","6.000","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Sulphate","1.900","mg/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Sum of anions","1.114","meq/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Sum of cations","1.098","meq/L"
"L35/0558","2008882","30-Oct 2000 09:45am","Total Coliforms","<1.00","number/100mL"
"L35/0558","2008882","30-Oct 2000 09:45am","Water Temperature (Field)","11.8","C"
"L35/0558","9901906","06-Oct 1999 09:40am","Alkalinity to pH 4.5 as HCO3","57.000","mg/L  as HCO3"
"L35/0558","9901906","06-Oct 1999 09:40am","Ammoniacal Nitrogen","0.015","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Arsenic, Total","<0.0020","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Calcium, Total","12.000","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Chloride","3.700","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Conductivity","13.0","mS/m"
"L35/0558","9901906","06-Oct 1999 09:40am","Conductivity (Field)","93.00","mS/m"
"L35/0558","9901906","06-Oct 1999 09:40am","Difference in Ion Balance","0.000","%"
"L35/0558","9901906","06-Oct 1999 09:40am","Dissolved Oxygen","5.200","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Dissolved Oxygen Saturation","48.000","%"
"L35/0558","9901906","06-Oct 1999 09:40am","E. coli","<1","MPN/100mL"
