ID,WELL_NO,Primary_Use,WGS84_LONGITUDE,WGS84_LATITUDE,WELL_URL
897,M36/3423,Domestic Supply,172.37712987298656,-43.697158140457304,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3423
902,M36/0038,Domestic Supply,172.37916129995054,-43.619581588266435,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0038
903,M36/1846,Domestic Supply,172.37918881053284,-43.616881446136176,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/1846
904,M36/0009,Domestic Supply,172.37945467663565,-43.590779953057336,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0009
905,M36/4224,Domestic Supply,172.3797020821653,-43.566478352595986,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4224
907,M35/5304,Irrigation,172.38070893027273,-43.501540174211,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/5304
908,M35/2639,Irrigation,172.38212254095149,-43.498712377645504,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2639
911,M35/0076,Domestic Supply,172.3818419686811,-43.35585813351029,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0076
914,M36/4751,Domestic Supply,172.3794107875763,-43.60725159027989,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4751
918,M36/3041,Domestic Supply,172.37979448774811,-43.61823484634827,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3041
920,M36/4670,Domestic Supply,172.37992822558778,-43.60509413293287,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4670
922,M35/7298,Domestic Supply,172.3806494626275,-43.534169310591615,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7298
923,M35/7271,Domestic Supply,172.38325310906035,-43.40292547438955,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7271
924,M36/4346,Domestic Supply,172.37987807184024,-43.622195718289966,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4346
926,M36/5375,Domestic Supply,172.38017804992765,-43.61706678056659,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5375
933,M36/0102,Domestic Supply,172.3806472473197,-43.59528688710157,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0102
938,M36/2453,Domestic Supply,172.38100388887597,-43.56018456714666,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2453
939,M35/1135,Domestic Supply,172.38147909088607,-43.51338096569399,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1135
940,M35/0176,Domestic Supply,172.38379781141043,-43.37714821428931,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0176
944,M35/0112,Domestic Supply,172.3832486405004,-43.33876279402418,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0112
945,M35/0113,Domestic Supply,172.38330330368674,-43.333362150098864,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0113
948,M36/4213,Domestic Supply,172.38121802468586,-43.57566762438175,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4213
952,M36/3721,Domestic Supply,172.38115175524214,-43.61878218690894,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3721
954,M36/4231,Domestic Supply,172.38248858881258,-43.61645809451868,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4231
957,M35/6368,Domestic Supply,172.38413239253336,-43.34893930015134,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6368
969,M36/2800,Domestic Supply,172.3826315939021,-43.58278605511662,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2800
971,M36/2801,Domestic Supply,172.38201343533154,-43.58269273326125,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2801
972,M35/6444,Domestic Supply,172.38240942314675,-43.54363000063918,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6444
974,M35/0963,Commercial / Industrial,172.38287989082056,-43.497186224479,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0963
988,M35/1084,Irrigation,172.3833856990873,-43.53886461118608,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1084
990,M35/7624,Irrigation,172.38363329180189,-43.5205034949776,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7624
991,M35/6413,Domestic Supply,172.38664476757998,-43.31747431639882,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6413
994,M36/4752,Domestic Supply,172.38286986643396,-43.608170235537095,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4752
1000,M36/2467,Domestic Supply,172.38266829405578,-43.64030253287308,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2467
1001,M36/1843,Domestic Supply,172.38293266779073,-43.61420122619975,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/1843
1002,M36/1847,Domestic Supply,172.38293266779073,-43.61420122619975,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/1847
1003,M36/5063,Domestic Supply,172.38294542809595,-43.61294115850433,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5063
1005,M36/4141,Domestic Supply,172.38296001188112,-43.611501080544386,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4141
1008,M35/4871,Domestic Supply,172.38387065630923,-43.52149490032718,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/4871
1009,M35/7353,Irrigation,172.38390341338837,-43.51825463678314,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7353
1016,M36/7035,Domestic Supply,172.3505576100452,-43.76928761564033,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/7035
1017,M36/0404,Domestic Supply,172.36795355162917,-43.74463202992443,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0404
1020,M36/2665,Domestic Supply,172.36827103076575,-43.714031508178095,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2665
1024,M36/1837,Domestic Supply,172.3694364846992,-43.60152688687968,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/1837
1025,M35/7422,Domestic Supply,172.3701290324635,-43.534562296481994,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7422
1026,M35/6442,Domestic Supply,172.37015787169088,-43.53177207931227,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6442
1030,M35/8519,Domestic Supply,172.37246517307057,-43.30809870854103,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/8519
1031,M36/5050,Domestic Supply,172.36941131152366,-43.615928358592136,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5050
1042,M36/5040,Domestic Supply,172.3699655752229,-43.62223206999792,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5040
1043,M36/4552,Domestic Supply,172.37012284321617,-43.607021255169364,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4552
1044,M35/7250,Domestic Supply,172.37098468075135,-43.52358548854079,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7250
1048,M36/3049,Irrigation,172.37173851198494,-43.55726305751779,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3049
1049,M36/0072,Irrigation,172.37122504634436,-43.54825009416847,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0072
1051,M35/6350,Domestic Supply,172.37123783313257,-43.53501841779381,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6350
1052,M36/2253,Commercial / Industrial,172.36719392439218,-43.80583157383789,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2253
1058,M36/0052,Domestic Supply,172.37032164614786,-43.63573544430394,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0052
1059,M36/5043,Domestic Supply,172.370475103712,-43.62088470336353,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5043
1060,M36/3951,Domestic Supply,172.37068802413418,-43.60027357564048,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3951
1061,M36/0067,Domestic Supply,172.37083301242689,-43.58623271099629,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0067
1063,M35/1017,Irrigation,172.3710915100612,-43.513234642443116,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1017
1067,M35/7097,Domestic Supply,172.3728737784386,-43.388214766855036,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7097
1071,M36/5051,Domestic Supply,172.37087930657694,-43.61773656405122,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5051
1072,M36/5048,Domestic Supply,172.3709164795195,-43.61413637245523,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5048
1074,M35/7700,Domestic Supply,172.37213620831426,-43.495867881813545,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7700
1075,M35/7313,Domestic Supply,172.37385298856597,-43.328990063308915,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7313
1076,M35/7678,Domestic Supply,172.37395232079115,-43.29532453364657,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7678
1083,M35/7306,Irrigation,172.37224820863045,-43.540226621837,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7306
1084,M35/8655,Domestic Supply,172.3741960179968,-43.37244239900761,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/8655
1089,M36/5038,Domestic Supply,172.3713237734577,-43.622689520924396,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5038
1094,M36/3118,Domestic Supply,172.37003593096793,-43.711358909943016,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3118
1098,M36/2963,Domestic Supply,172.371876419861,-43.60514060063955,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2963
1103,M35/2733,Domestic Supply,172.37291925274613,-43.50388330461323,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2733
1105,M35/0031,Domestic Supply,172.3750872543136,-43.292810291196936,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0031
1109,M36/5049,Domestic Supply,172.37226986689242,-43.61504383863491,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5049
1110,M36/4334,Domestic Supply,172.3725136841406,-43.591372478567635,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4334
1112,M36/4166,Domestic Supply,172.37248552203815,-43.60613402464146,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4166
1114,M35/7414,Domestic Supply,172.37517719492746,-43.356182017956385,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7414
1115,M36/5042,Domestic Supply,172.37259516882742,-43.619546096378095,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5042
1120,M35/7207,Irrigation,172.37569509900715,-43.329720257618284,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7207
1122,M35/1006,Domestic Supply,172.37398220874522,-43.50874977927394,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1006
1123,M37/0050,Domestic Supply,172.36764255644107,-43.852420003925964,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M37/0050
1127,M36/2666,Dairy Use,172.3722254435012,-43.69155116451883,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2666
1137,M35/0939,Commercial / Industrial,172.37424358489284,-43.495339290315975,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0939
1138,M35/5281,Domestic Supply,172.37555438406434,-43.36752598985866,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/5281
1143,M35/7704,Domestic Supply,172.37599587345173,-43.33647308402987,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7704
1145,M36/5052,Domestic Supply,172.37325164891632,-43.615949270839984,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5052
1146,M36/4243,Domestic Supply,172.37352839578415,-43.58903771701736,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4243
1151,M36/4451,Domestic Supply,172.3733939022636,-43.62621114780982,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4451
1152,M36/5892,Domestic Supply,172.37424181786284,-43.54731239886024,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5892
1154,M35/7268,Domestic Supply,172.37710286691572,-43.4019290647484,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7268
1163,M36/3116,Domestic Supply,172.37376933608306,-43.707886880327855,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3116
1170,M36/5041,Domestic Supply,172.3741872401291,-43.62135493022642,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5041
1171,M36/4463,Domestic Supply,172.37427967727427,-43.61235445371439,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4463
1176,M35/0077,Domestic Supply,172.3769538565438,-43.3513308705985,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0077
1182,M35/7689,Domestic Supply,172.3774745855456,-43.31365309059806,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7689
1183,M36/3079,Domestic Supply,172.3750170883225,-43.58877576102802,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3079
1184,M36/4998,Domestic Supply,172.37514552978382,-43.58832640323453,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4998
1186,M35/2739,Domestic Supply,172.37640181142956,-43.501921959273105,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2739
1188,M37/0140,Commercial / Industrial,172.37479329306302,-43.852494616243824,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M37/0140
1190,M36/0473,Domestic Supply,172.37388204747643,-43.737967725000665,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0473
1193,M36/1513,Domestic Supply,172.37489085975307,-43.67356396475569,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/1513
1198,M36/5053,Domestic Supply,172.37549443779017,-43.61470128737973,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5053
1201,M35/1151,Domestic Supply,172.3765966327371,-43.50705373721691,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1151
1203,M35/7270,Domestic Supply,172.37371641191194,-43.403503887331176,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7270
1207,M35/6291,Domestic Supply,172.3767571130879,-43.5034541006556,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6291
1208,M35/7711,Irrigation,172.37678932769265,-43.50030382937102,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7711
1210,M36/5261,Domestic Supply,172.37441218132946,-43.75645782910498,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5261
1212,M36/4278,Domestic Supply,172.3758648748345,-43.566457637086735,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4278
1213,M35/6430,Irrigation,172.37530111341619,-43.53693078692285,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6430
1214,M36/7066,Irrigation,172.44694316466766,-43.631987212591945,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/7066
1216,M36/3366,Domestic Supply,172.3593201905082,-43.73918426622923,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3366
1218,M36/0464,Domestic Supply,172.359689356891,-43.70408358636806,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0464
1221,M36/5023,Irrigation,172.36056670737332,-43.62999325240469,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5023
1224,M36/0084,Domestic Supply,172.3635846448894,-43.592583710595946,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0084
1227,M35/0998,Domestic Supply,172.36179515896012,-43.503372053931095,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0998
1229,M35/7437,Domestic Supply,172.3635298609931,-43.33748462024411,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7437
1231,M35/1001,Domestic Supply,172.36137452576716,-43.511650900268265,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1001
1233,M36/4249,Domestic Supply,172.36150630229193,-43.56637898665806,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4249
1234,M35/6864,Irrigation,172.36307733793475,-43.3135288041865,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6864
1235,M36/5921,Irrigation,172.3617746038583,-43.56440022056538,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5921
1237,M35/7191,Domestic Supply,172.36239709448557,-43.52857892723628,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7191
1238,M35/6842,Domestic Supply,172.3628884540448,-43.48159488106442,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6842
1240,M35/7730,Domestic Supply,172.36391966104216,-43.38285454698649,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7730
1242,M36/4132,Domestic Supply,172.36217137155666,-43.56197210624395,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4132
1243,M35/7436,Domestic Supply,172.3645304714091,-43.336139942077985,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7436
1244,M36/2251,Domestic Supply,172.36000030135628,-43.79853780472852,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2251
1245,M36/0712,Commercial / Industrial,172.36043283439855,-43.798765198723245,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0712
1248,M36/2655,Domestic Supply,172.3602231007549,-43.7241401310619,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2655
1249,M36/3393,Domestic Supply,172.36092053463662,-43.70499046212741,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3393
1256,M35/2737,Domestic Supply,172.36230012948576,-43.50238471283309,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2737
1257,M35/0043,Domestic Supply,172.36462882634132,-43.35036297728373,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0043
1258,M35/0082,Domestic Supply,172.36524791716528,-43.29095574312078,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0082
1264,M35/8184,Irrigation,172.36481073186786,-43.38024905753334,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/8184
1266,M35/8608,Domestic Supply,172.365415557372,-43.38142260200255,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/8608
1269,M36/5577,Domestic Supply,172.36234491206358,-43.68744678682166,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5577
1271,M36/0462,Domestic Supply,172.36398885783046,-43.646420865380186,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0462
1272,M36/2989,Irrigation,172.3632062373843,-43.60509308295345,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2989
1274,M35/1012,Irrigation,172.36402872648964,-43.52633764575252,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1012
1276,M35/0070,Domestic Supply,172.36584351302147,-43.3521700234211,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0070
1280,M35/8563,Domestic Supply,172.3663364237047,-43.32849859991405,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/8563
1282,M35/2743,Domestic Supply,172.3646016280113,-43.50698810635634,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2743
1288,M35/8844,Irrigation,172.36602508954837,-43.38214609499578,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/8844
1289,M35/7729,Irrigation,172.36593166132053,-43.379265100770375,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7729
1291,M36/4067,Domestic Supply,172.3634542045574,-43.640648326123994,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4067
1294,M36/3983,Domestic Supply,172.3632262780741,-43.686191524939645,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3983
1295,M35/6352,Domestic Supply,172.36619386610957,-43.39202165019349,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6352
1297,M36/3095,Domestic Supply,172.36021205172594,-43.73464385911884,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3095
1298,M36/3985,Domestic Supply,172.3633456009231,-43.6866422229003,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3985
1300,M35/2734,Irrigation,172.3654506790895,-43.50383334302182,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2734
1302,M37/0299,Domestic Supply,172.3639890188313,-43.85331813781687,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M37/0299
1311,M35/7354,Irrigation,172.3654301761101,-43.542628577243185,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7354
1314,M35/4831,Irrigation,172.36558068713705,-43.5305497837518,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/4831
1315,M36/0054,Domestic Supply,172.36522066238362,-43.56630949284904,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0054
1317,M35/2770,Irrigation,172.36602936633412,-43.51239674638482,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2770
1318,M35/0943,Domestic Supply,172.36623812662927,-43.4923250063488,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0943
1321,M37/0005,Domestic Supply,172.36302239434798,-43.85060375414659,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M37/0005
1322,M36/3367,Domestic Supply,172.36410704721644,-43.75631180084312,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3367
1325,M36/3636,Domestic Supply,172.3638225386329,-43.66235154705071,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3636
1333,M35/4708,Domestic Supply,172.36803482525727,-43.38114002825707,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/4708
1337,M36/3646,Domestic Supply,172.36456428898111,-43.760094555442315,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3646
1339,M36/4279,Domestic Supply,172.36627651862398,-43.607630269731665,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4279
1343,M36/5047,Domestic Supply,172.3664287889638,-43.61681212799358,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5047
1344,M36/5139,Domestic Supply,172.3667001434628,-43.590710632165795,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5139
1348,M35/4900,Irrigation,172.3677950572621,-43.51267650030662,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/4900
1359,M36/2990,Domestic Supply,172.36692670554766,-43.6046635025859,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2990
1361,M35/1003,Domestic Supply,172.36839486722405,-43.544310095115364,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1003
1362,M35/0991,Domestic Supply,172.36774437018116,-43.52590805445354,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0991
1364,M35/6032,Domestic Supply,172.36791243586956,-43.50970672801169,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6032
1371,M35/5968,Domestic Supply,172.3700837664211,-43.299984128197295,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/5968
1377,M36/3052,Domestic Supply,172.36743615756268,-43.60331614311982,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3052
1378,M36/4134,Domestic Supply,172.36801704434382,-43.54733241965943,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4134
1380,M35/0988,Irrigation,172.36867863341368,-43.53244806962681,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0988
1382,M36/5689,Irrigation,172.36633273196688,-43.757224037774286,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5689
1385,M36/0455,Domestic Supply,172.3680150114307,-43.63588486487219,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0455
1386,M36/5045,Domestic Supply,172.36801406972657,-43.619251082558684,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5045
1388,M36/1869,Domestic Supply,172.3681886274894,-43.60242016339358,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/1869
1391,M35/2749,Irrigation,172.36895339249023,-43.528615056931606,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2749
1393,M35/1020,Domestic Supply,172.36899999333272,-43.52411469842581,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1020
1395,M35/4703,Domestic Supply,172.3690186321378,-43.52231455312441,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/4703
1397,M35/2742,Domestic Supply,172.36928882830534,-43.49621235303805,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/2742
1398,M35/4684,Domestic Supply,172.3676001360973,-43.327920487383096,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/4684
1401,M35/5154,Domestic Supply,172.3713254571026,-43.2990907975094,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/5154
1403,M35/1149,Domestic Supply,172.36850870118386,-43.52258179375517,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1149
1406,M36/5044,Domestic Supply,172.36862138764658,-43.620424532631766,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/5044
1407,M35/7301,Irrigation,172.36958387953683,-43.54061712062504,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/7301
1408,M36/2252,Commercial / Industrial,172.36756486865175,-43.80601360129718,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2252
1410,M36/4128,Domestic Supply,172.3541491175562,-43.55509553015188,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4128
1412,M35/6034,Irrigation,172.35522321345562,-43.5307892767867,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6034
1417,M36/2048,Domestic Supply,172.35334289748064,-43.717549420286794,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2048
1418,M36/3473,Domestic Supply,172.35350535782527,-43.702249072957294,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/3473
1420,M35/1007,Domestic Supply,172.35540311511815,-43.523139223412734,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1007
1423,M35/1004,Domestic Supply,172.3555468657582,-43.509548107326786,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/1004
1430,M35/0037,Domestic Supply,172.35728525913675,-43.34492104112817,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/0037
1439,M35/6939,Irrigation,172.3557770481881,-43.522871279597034,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6939
1440,M35/6304,Domestic Supply,172.3560025212436,-43.50153950525553,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6304
1443,M36/4933,Domestic Supply,172.3551519025401,-43.677974041516975,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4933
1446,M35/6990,Irrigation,172.35103914638503,-43.33845866049772,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/6990
1447,M35/5657,Domestic Supply,172.35898335152805,-43.27732827271587,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M35/5657
1450,M36/1632,Domestic Supply,172.35546577254198,-43.66940696476436,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/1632
1452,M37/0174,Domestic Supply,172.35342864564458,-43.826456832849466,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M37/0174
1466,M36/4204,Domestic Supply,172.3551395285867,-43.665084720496104,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/4204
1467,M36/0461,Domestic Supply,172.35527003183293,-43.652754207772915,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/0461
1474,M36/2987,Domestic Supply,172.35621226232618,-43.563649187956884,http://ecan.govt.nz/data/well-search/welldetails/?WellNo=M36/2987
