Year,Indicator,Units,RawValue,CenType,Value
2012,Electrical conductivity,µS/cm,21,not,21.0
2012,Nitrate nitrogen,mg/L,5.5,not,5.5
2012,Nitrate nitrogen,mg/L,5.2,not,5.2
2012,E. coli,MPN / 100ml,2,not,2.0
2012,E. coli,MPN / 100ml,220,not,220.0
2012,Chloride,mg/L,9.3,not,9.3
2012,Chloride,mg/L,11,not,11.0
2012,Chloride,mg/L,9.5,not,9.5
2012,Chloride,mg/L,9.6,not,9.6
2012,Chloride,mg/L,1.1,not,1.1
2012,Chloride,mg/L,1.2,not,1.2
2012,Electrical conductivity,µS/cm,33,not,33.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,1.1,not,1.1
2012,Chloride,mg/L,1.1,not,1.1
2012,Electrical conductivity,µS/cm,32,not,32.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,4.8,not,4.8
2012,Nitrate nitrogen,mg/L,5.9,not,5.9
2012,Nitrate nitrogen,mg/L,4.9,not,4.9
2012,Electrical conductivity,µS/cm,21,not,21.0
2012,Electrical conductivity,µS/cm,20,not,20.0
2012,Nitrate nitrogen,mg/L,8,not,8.0
2012,Nitrate nitrogen,mg/L,5.8,not,5.8
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,6.4,not,6.4
2012,Nitrate nitrogen,mg/L,6.6,not,6.6
2012,Nitrate nitrogen,mg/L,6,not,6.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,47,not,47.0
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Electrical conductivity,µS/cm,26,not,26.0
2012,Chloride,mg/L,3.6,not,3.6
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Chloride,mg/L,4.5,not,4.5
2012,Electrical conductivity,µS/cm,27,not,27.0
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Nitrate nitrogen,mg/L,9.2,not,9.2
2012,Nitrate nitrogen,mg/L,0.99,not,0.99
2012,Nitrate nitrogen,mg/L,5.7,not,5.7
2012,Chloride,mg/L,1.2,not,1.2
2012,Nitrate nitrogen,mg/L,5.3,not,5.3
2012,Nitrate nitrogen,mg/L,5.3,not,5.3
2012,Chloride,mg/L,14,not,14.0
2012,Chloride,mg/L,15,not,15.0
2012,Chloride,mg/L,12,not,12.0
2012,Chloride,mg/L,14,not,14.0
2012,Chloride,mg/L,13,not,13.0
2012,Chloride,mg/L,10,not,10.0
2012,Electrical conductivity,µS/cm,20,not,20.0
2012,Nitrate nitrogen,mg/L,7,not,7.0
2012,Chloride,mg/L,4,not,4.0
2012,Nitrate nitrogen,mg/L,7,not,7.0
2012,Chloride,mg/L,4,not,4.0
2012,Nitrate nitrogen,mg/L,7.4,not,7.4
2012,Electrical conductivity,µS/cm,19.6,not,19.6
2012,Chloride,mg/L,10,not,10.0
2012,Chloride,mg/L,12,not,12.0
2012,Chloride,mg/L,12,not,12.0
2012,Chloride,mg/L,13,not,13.0
2012,Nitrate nitrogen,mg/L,7.1,not,7.1
2012,Nitrate nitrogen,mg/L,5.2,not,5.2
2012,Nitrate nitrogen,mg/L,5.4,not,5.4
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Dissolved reactive phosphorus,mg/L,0.007,not,0.007
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,Chloride,mg/L,5.1,not,5.1
2012,Electrical conductivity,µS/cm,9,not,9.0
2012,Nitrate nitrogen,mg/L,3.3,not,3.3
2012,Nitrate nitrogen,mg/L,3.1,not,3.1
2012,Nitrate nitrogen,mg/L,3.1,not,3.1
2012,Nitrate nitrogen,mg/L,3.4,not,3.4
2012,Chloride,mg/L,9.5,not,9.5
2012,Nitrate nitrogen,mg/L,1.1,not,1.1
2012,Chloride,mg/L,20,not,20.0
2012,Dissolved reactive phosphorus,mg/L,0.005,not,0.005
2012,Dissolved reactive phosphorus,mg/L,0.004,not,0.004
2012,Dissolved reactive phosphorus,mg/L,0.0038,not,0.0038
2012,Dissolved reactive phosphorus,mg/L,0.004,not,0.004
2012,Nitrate nitrogen,mg/L,0.2,not,0.2
2012,Nitrate nitrogen,mg/L,0.2,not,0.2
2012,Nitrate nitrogen,mg/L,0.5,not,0.5
2012,Nitrate nitrogen,mg/L,10,not,10.0
2012,Nitrate nitrogen,mg/L,10,not,10.0
2012,Nitrate nitrogen,mg/L,9,not,9.0
2012,Chloride,mg/L,5.4,not,5.4
2012,Electrical conductivity,µS/cm,26,not,26.0
2012,Chloride,mg/L,5.6,not,5.6
2012,Chloride,mg/L,5.1,not,5.1
2012,Chloride,mg/L,9.9,not,9.9
2012,Electrical conductivity,µS/cm,11,not,11.0
2012,Electrical conductivity,µS/cm,10,not,10.0
2012,Nitrate nitrogen,mg/L,8,not,8.0
2012,Nitrate nitrogen,mg/L,8,not,8.0
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Dissolved reactive phosphorus,mg/L,0.005,not,0.005
2012,Electrical conductivity,µS/cm,18,not,18.0
2012,Electrical conductivity,µS/cm,18,not,18.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,1,not,1.0
2012,Nitrate nitrogen,mg/L,2.6,not,2.6
2012,Nitrate nitrogen,mg/L,0.2,not,0.2
2012,Nitrate nitrogen,mg/L,0.2,not,0.2
2012,Nitrate nitrogen,mg/L,0.16,not,0.16
2012,Nitrate nitrogen,mg/L,0.1,not,0.1
2012,Chloride,mg/L,9.5,not,9.5
2012,Chloride,mg/L,5.1,not,5.1
2012,Nitrate nitrogen,mg/L,6.9,not,6.9
2012,Chloride,mg/L,8.5,not,8.5
2012,Nitrate nitrogen,mg/L,12,not,12.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,6.8,not,6.8
2012,Electrical conductivity,µS/cm,19,not,19.0
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Nitrate nitrogen,mg/L,0.27,not,0.27
2012,Nitrate nitrogen,mg/L,9.8,not,9.8
2012,Electrical conductivity,µS/cm,20,not,20.0
2012,Electrical conductivity,µS/cm,22,not,22.0
2012,Electrical conductivity,µS/cm,12,not,12.0
2012,Chloride,mg/L,5.7,not,5.7
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,Electrical conductivity,µS/cm,19,not,19.0
2012,Chloride,mg/L,7.5,not,7.5
2012,Electrical conductivity,µS/cm,68,not,68.0
2012,Electrical conductivity,µS/cm,65,not,65.0
2012,Electrical conductivity,µS/cm,50,not,50.0
2012,E. coli,MPN / 100ml,1,not,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,69,not,69.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,4.7,not,4.7
2012,Dissolved reactive phosphorus,mg/L,0.006,not,0.006
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Nitrate nitrogen,mg/L,12,not,12.0
2012,Nitrate nitrogen,mg/L,11.3,not,11.3
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,7.4,not,7.4
2012,Nitrate nitrogen,mg/L,0.2,not,0.2
2012,Nitrate nitrogen,mg/L,0.2,not,0.2
2012,Nitrate nitrogen,mg/L,0.41,not,0.41
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,0.4,not,0.4
2012,Nitrate nitrogen,mg/L,7.4,not,7.4
2012,Chloride,mg/L,19,not,19.0
2012,E. coli,MPN / 100ml,1,not,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,20,not,20.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Nitrate nitrogen,mg/L,8.7,not,8.7
2012,Nitrate nitrogen,mg/L,9.2,not,9.2
2012,Nitrate nitrogen,mg/L,9.1,not,9.1
2012,E. coli,MPN / 100ml,1,not,1.0
2012,Nitrate nitrogen,mg/L,11,not,11.0
2012,Chloride,mg/L,9.1,not,9.1
2012,Nitrate nitrogen,mg/L,8,not,8.0
2012,E. coli,MPN / 100ml,1,not,1.0
2012,E. coli,MPN / 100ml,2,not,2.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,47,not,47.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,3.9,not,3.9
2012,Nitrate nitrogen,mg/L,3.7,not,3.7
2012,Electrical conductivity,µS/cm,18,not,18.0
2012,Nitrate nitrogen,mg/L,3.8,not,3.8
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,10,not,10.0
2012,Nitrate nitrogen,mg/L,3.6,not,3.6
2012,Nitrate nitrogen,mg/L,3.8,not,3.8
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,7.2,not,7.2
2012,E. coli,MPN / 100ml,12,not,12.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,42,not,42.0
2012,Electrical conductivity,µS/cm,42,not,42.0
2012,Electrical conductivity,µS/cm,42,not,42.0
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Electrical conductivity,µS/cm,21,not,21.0
2012,Electrical conductivity,µS/cm,23,not,23.0
2012,Electrical conductivity,µS/cm,20,not,20.0
2012,Electrical conductivity,µS/cm,22,not,22.0
2012,Electrical conductivity,µS/cm,23,not,23.0
2012,Electrical conductivity,µS/cm,23,not,23.0
2012,Chloride,mg/L,5,not,5.0
2012,Chloride,mg/L,5,not,5.0
2012,Chloride,mg/L,8.4,not,8.4
2012,Chloride,mg/L,5.4,not,5.4
2012,Nitrate nitrogen,mg/L,9.4,not,9.4
2012,Electrical conductivity,µS/cm,12.1,not,12.1
2012,Electrical conductivity,µS/cm,22,not,22.0
2012,Nitrate nitrogen,mg/L,11,not,11.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,42,not,42.0
2012,Dissolved reactive phosphorus,mg/L,0.01,not,0.01
2012,Nitrate nitrogen,mg/L,0.6,not,0.6
2012,Chloride,mg/L,5.1,not,5.1
2012,Electrical conductivity,µS/cm,44,not,44.0
2012,Chloride,mg/L,5.1,not,5.1
2012,Nitrate nitrogen,mg/L,9.5,not,9.5
2012,Nitrate nitrogen,mg/L,9.6,not,9.6
2012,Nitrate nitrogen,mg/L,1.3,not,1.3
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,17,not,17.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,2.8,not,2.8
2012,Nitrate nitrogen,mg/L,2.1,not,2.1
2012,Nitrate nitrogen,mg/L,2.1,not,2.1
2012,Nitrate nitrogen,mg/L,1.9,not,1.9
2012,Chloride,mg/L,1.1,not,1.1
2012,Nitrate nitrogen,mg/L,2.9,not,2.9
2012,Electrical conductivity,µS/cm,17,not,17.0
2012,Electrical conductivity,µS/cm,19,not,19.0
2012,Dissolved reactive phosphorus,mg/L,0.005,not,0.005
2012,Dissolved reactive phosphorus,mg/L,0.004,not,0.004
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,20,not,20.0
2012,Electrical conductivity,µS/cm,25,not,25.0
2012,Chloride,mg/L,11,not,11.0
2012,Chloride,mg/L,12,not,12.0
2012,Chloride,mg/L,7.7,not,7.7
2012,Electrical conductivity,µS/cm,11,not,11.0
2012,Electrical conductivity,µS/cm,12,not,12.0
2012,Electrical conductivity,µS/cm,11,not,11.0
2012,Nitrate nitrogen,mg/L,<0.1,<,0.1
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,1,not,1.0
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Electrical conductivity,µS/cm,12,not,12.0
2012,Electrical conductivity,µS/cm,14,not,14.0
2012,Nitrate nitrogen,mg/L,<0.1,<,0.1
2012,Nitrate nitrogen,mg/L,8.5,not,8.5
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,1,not,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,4,not,4.0
2012,Electrical conductivity,µS/cm,21,not,21.0
2012,Nitrate nitrogen,mg/L,2.5,not,2.5
2012,Nitrate nitrogen,mg/L,2.4,not,2.4
2012,Nitrate nitrogen,mg/L,2.9,not,2.9
2012,Chloride,mg/L,15,not,15.0
2012,Nitrate nitrogen,mg/L,9.9,not,9.9
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,Nitrate nitrogen,mg/L,2.2,not,2.2
2012,Chloride,mg/L,33,not,33.0
2012,Nitrate nitrogen,mg/L,3.1,not,3.1
2012,Nitrate nitrogen,mg/L,3.3,not,3.3
2012,Nitrate nitrogen,mg/L,3.3,not,3.3
2012,Electrical conductivity,µS/cm,22,not,22.0
2012,Electrical conductivity,µS/cm,22,not,22.0
2012,Electrical conductivity,µS/cm,23,not,23.0
2012,Electrical conductivity,µS/cm,24.7,not,24.7
2012,Nitrate nitrogen,mg/L,5.3,not,5.3
2012,Chloride,mg/L,31,not,31.0
2012,Chloride,mg/L,3.8,not,3.8
2012,Chloride,mg/L,4.5,not,4.5
2012,Chloride,mg/L,8.6,not,8.6
2012,Chloride,mg/L,10,not,10.0
2012,Chloride,mg/L,7.1,not,7.1
2012,Chloride,mg/L,6.7,not,6.7
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,34,not,34.0
2012,Chloride,mg/L,32,not,32.0
2012,Chloride,mg/L,32,not,32.0
2012,Chloride,mg/L,16,not,16.0
2012,Chloride,mg/L,14,not,14.0
2012,Chloride,mg/L,4.8,not,4.8
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,Chloride,mg/L,130,not,130.0
2012,Chloride,mg/L,140,not,140.0
2012,Chloride,mg/L,89,not,89.0
2012,Chloride,mg/L,136,not,136.0
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,Nitrate nitrogen,mg/L,2.1,not,2.1
2012,Chloride,mg/L,12,not,12.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,9.3,not,9.3
2012,Chloride,mg/L,12,not,12.0
2012,Electrical conductivity,µS/cm,4.7,not,4.7
2012,Electrical conductivity,µS/cm,4.5,not,4.5
2012,Chloride,mg/L,6.9,not,6.9
2012,Electrical conductivity,µS/cm,5.2,not,5.2
2012,Electrical conductivity,µS/cm,12,not,12.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,8,not,8.0
2012,Chloride,mg/L,4.8,not,4.8
2012,Chloride,mg/L,3.4,not,3.4
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,Electrical conductivity,µS/cm,19,not,19.0
2012,Chloride,mg/L,7,not,7.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,8.4,not,8.4
2012,Electrical conductivity,µS/cm,8.7,not,8.7
2012,Chloride,mg/L,8.3,not,8.3
2012,Chloride,mg/L,5.1,not,5.1
2012,Chloride,mg/L,11,not,11.0
2012,Chloride,mg/L,11,not,11.0
2012,Nitrate nitrogen,mg/L,0.3,not,0.3
2012,Electrical conductivity,µS/cm,7.6,not,7.6
2012,Electrical conductivity,µS/cm,8.6,not,8.6
2012,Chloride,mg/L,17,not,17.0
2012,Chloride,mg/L,3.5,not,3.5
2012,Nitrate nitrogen,mg/L,0.1,not,0.1
2012,Chloride,mg/L,7.1,not,7.1
2012,Chloride,mg/L,4.3,not,4.3
2012,Chloride,mg/L,4,not,4.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,2.7,not,2.7
2012,Chloride,mg/L,4.3,not,4.3
2012,Electrical conductivity,µS/cm,9.7,not,9.7
2012,Chloride,mg/L,4.2,not,4.2
2012,Chloride,mg/L,3.7,not,3.7
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,13,not,13.0
2012,Chloride,mg/L,13,not,13.0
2012,Chloride,mg/L,13,not,13.0
2012,Chloride,mg/L,14.8,not,14.8
2012,Electrical conductivity,µS/cm,11,not,11.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,1.7,not,1.7
2012,Nitrate nitrogen,mg/L,2.5,not,2.5
2012,Electrical conductivity,µS/cm,9.7,not,9.7
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,4.2,not,4.2
2012,Nitrate nitrogen,mg/L,3.6,not,3.6
2012,Nitrate nitrogen,mg/L,4.6,not,4.6
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,3.6,not,3.6
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,11,not,11.0
2012,Nitrate nitrogen,mg/L,13.8,not,13.8
2012,Nitrate nitrogen,mg/L,13.7,not,13.7
2012,Nitrate nitrogen,mg/L,13.2,not,13.2
2012,Nitrate nitrogen,mg/L,17,not,17.0
2012,Nitrate nitrogen,mg/L,14,not,14.0
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Nitrate nitrogen,mg/L,15.2,not,15.2
2012,Nitrate nitrogen,mg/L,3.6,not,3.6
2012,Nitrate nitrogen,mg/L,0.5,not,0.5
2012,Nitrate nitrogen,mg/L,14,not,14.0
2012,Electrical conductivity,µS/cm,18,not,18.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,18,not,18.0
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Electrical conductivity,µS/cm,14,not,14.0
2012,Electrical conductivity,µS/cm,6.9,not,6.9
2012,Nitrate nitrogen,mg/L,0.4,not,0.4
2012,Nitrate nitrogen,mg/L,3.1,not,3.1
2012,Chloride,mg/L,1.6,not,1.6
2012,Nitrate nitrogen,mg/L,0.12,not,0.12
2012,Nitrate nitrogen,mg/L,17,not,17.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,0.54,not,0.54
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,E. coli,MPN / 100ml,1,not,1.0
2012,Electrical conductivity,µS/cm,8.6,not,8.6
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Chloride,mg/L,4,not,4.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Dissolved reactive phosphorus,mg/L,0.016,not,0.016
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,0.3,not,0.3
2012,Chloride,mg/L,3.1,not,3.1
2012,Chloride,mg/L,22,not,22.0
2012,Chloride,mg/L,1,not,1.0
2012,Dissolved reactive phosphorus,mg/L,<0.004,<,0.004
2012,Chloride,mg/L,3,not,3.0
2012,Chloride,mg/L,3.7,not,3.7
2012,Chloride,mg/L,21,not,21.0
2012,Chloride,mg/L,18,not,18.0
2012,Chloride,mg/L,20,not,20.0
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,Electrical conductivity,µS/cm,26,not,26.0
2012,Electrical conductivity,µS/cm,26,not,26.0
2012,Electrical conductivity,µS/cm,26,not,26.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,6,not,6.0
2012,Nitrate nitrogen,mg/L,2.2,not,2.2
2012,Electrical conductivity,µS/cm,8.6,not,8.6
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,0.91,not,0.91
2012,Nitrate nitrogen,mg/L,4.2,not,4.2
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Electrical conductivity,µS/cm,12,not,12.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,63,not,63.0
2012,Nitrate nitrogen,mg/L,6.6,not,6.6
2012,Nitrate nitrogen,mg/L,11.6,not,11.6
2012,Nitrate nitrogen,mg/L,7.4,not,7.4
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Dissolved reactive phosphorus,mg/L,0.011,not,0.011
2012,Chloride,mg/L,5.7,not,5.7
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,Electrical conductivity,µS/cm,16,not,16.0
2012,Electrical conductivity,µS/cm,14,not,14.0
2012,Nitrate nitrogen,mg/L,7,not,7.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,11.3,not,11.3
2012,Nitrate nitrogen,mg/L,11.8,not,11.8
2012,Chloride,mg/L,3.2,not,3.2
2012,Nitrate nitrogen,mg/L,7.7,not,7.7
2012,Nitrate nitrogen,mg/L,7.3,not,7.3
2012,Chloride,mg/L,3.4,not,3.4
2012,Nitrate nitrogen,mg/L,5.3,not,5.3
2012,Nitrate nitrogen,mg/L,3.9,not,3.9
2012,Nitrate nitrogen,mg/L,5.9,not,5.9
2012,Electrical conductivity,µS/cm,17,not,17.0
2012,Electrical conductivity,µS/cm,19,not,19.0
2012,Electrical conductivity,µS/cm,21,not,21.0
2012,Electrical conductivity,µS/cm,19,not,19.0
2012,Electrical conductivity,µS/cm,14,not,14.0
2012,Electrical conductivity,µS/cm,14.7,not,14.7
2012,Electrical conductivity,µS/cm,20,not,20.0
2012,E. coli,MPN / 100ml,2,not,2.0
2012,Nitrate nitrogen,mg/L,8.1,not,8.1
2012,Nitrate nitrogen,mg/L,11.6,not,11.6
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,8.6,not,8.6
2012,Nitrate nitrogen,mg/L,5.8,not,5.8
2012,Chloride,mg/L,6.5,not,6.5
2012,Electrical conductivity,µS/cm,8.9,not,8.9
2012,Nitrate nitrogen,mg/L,5.2,not,5.2
2012,Nitrate nitrogen,mg/L,4.1,not,4.1
2012,Electrical conductivity,µS/cm,13,not,13.0
2012,Nitrate nitrogen,mg/L,2.8,not,2.8
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,11,not,11.0
2012,Chloride,mg/L,12,not,12.0
2012,Nitrate nitrogen,mg/L,5.3,not,5.3
2012,Chloride,mg/L,12,not,12.0
2012,Electrical conductivity,µS/cm,75,not,75.0
2012,Chloride,mg/L,13,not,13.0
2012,Electrical conductivity,µS/cm,28,not,28.0
2012,Nitrate nitrogen,mg/L,2.3,not,2.3
2012,Chloride,mg/L,11,not,11.0
2012,Chloride,mg/L,2.8,not,2.8
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,12,not,12.0
2012,Electrical conductivity,µS/cm,17,not,17.0
2012,Electrical conductivity,µS/cm,27,not,27.0
2012,Nitrate nitrogen,mg/L,5.5,not,5.5
2012,Nitrate nitrogen,mg/L,5.4,not,5.4
2012,Chloride,mg/L,9.9,not,9.9
2012,Nitrate nitrogen,mg/L,0.2,not,0.2
2012,Nitrate nitrogen,mg/L,0.14,not,0.14
2012,Nitrate nitrogen,mg/L,4.1,not,4.1
2012,Nitrate nitrogen,mg/L,4,not,4.0
2012,Chloride,mg/L,9.8,not,9.8
2012,Nitrate nitrogen,mg/L,17,not,17.0
2012,Nitrate nitrogen,mg/L,4.2,not,4.2
2012,Chloride,mg/L,14,not,14.0
2012,Nitrate nitrogen,mg/L,15,not,15.0
2012,Chloride,mg/L,10,not,10.0
2012,Chloride,mg/L,9.3,not,9.3
2012,Chloride,mg/L,13,not,13.0
2012,Nitrate nitrogen,mg/L,13,not,13.0
2012,Nitrate nitrogen,mg/L,15.2,not,15.2
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,9.9,not,9.9
2012,Chloride,mg/L,11,not,11.0
2012,Chloride,mg/L,11,not,11.0
2012,Nitrate nitrogen,mg/L,4.1,not,4.1
2012,Chloride,mg/L,8.2,not,8.2
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Dissolved reactive phosphorus,mg/L,0.006,not,0.006
2012,Nitrate nitrogen,mg/L,9.2,not,9.2
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Chloride,mg/L,6.3,not,6.3
2012,Chloride,mg/L,7.3,not,7.3
2012,Chloride,mg/L,5.8,not,5.8
2012,Chloride,mg/L,7.5,not,7.5
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,11,not,11.0
2012,Nitrate nitrogen,mg/L,16,not,16.0
2012,Chloride,mg/L,6.5,not,6.5
2012,Chloride,mg/L,9.5,not,9.5
2012,Chloride,mg/L,8,not,8.0
2012,Chloride,mg/L,8.7,not,8.7
2012,Nitrate nitrogen,mg/L,4.3,not,4.3
2012,Chloride,mg/L,11,not,11.0
2012,Nitrate nitrogen,mg/L,4.9,not,4.9
2012,Nitrate nitrogen,mg/L,5.1,not,5.1
2012,Chloride,mg/L,14,not,14.0
2012,Electrical conductivity,µS/cm,36,not,36.0
2012,Electrical conductivity,µS/cm,30,not,30.0
2012,Electrical conductivity,µS/cm,30,not,30.0
2012,Electrical conductivity,µS/cm,30,not,30.0
2012,Nitrate nitrogen,mg/L,6.8,not,6.8
2012,Electrical conductivity,µS/cm,16,not,16.0
2012,Electrical conductivity,µS/cm,16,not,16.0
2012,Electrical conductivity,µS/cm,15,not,15.0
2012,E. coli,MPN / 100ml,<1,<,1.0
2012,Nitrate nitrogen,mg/L,11.1,not,11.1
2012,Chloride,mg/L,6.1,not,6.1
2012,Chloride,mg/L,4.8,not,4.8
2012,Chloride,mg/L,6.7,not,6.7
2012,Electrical conductivity,µS/cm,25,not,25.0
