Year,Indicator,Units,RawValue,CenType,Value
2013,Chloride,mg/L,27,not,27.0
2013,Nitrate nitrogen,mg/L,9.2,not,9.2
2013,Chloride,mg/L,19.2,not,19.2
2013,Chloride,mg/L,7,not,7.0
2013,Electrical conductivity,µS/cm,16.2,not,16.2
2013,Nitrate nitrogen,mg/L,5.6,not,5.6
2013,Chloride,mg/L,26,not,26.0
2013,Nitrate nitrogen,mg/L,13.9,not,13.9
2013,Nitrate nitrogen,mg/L,12.7,not,12.7
2013,Nitrate nitrogen,mg/L,13.1,not,13.1
2013,Nitrate nitrogen,mg/L,2.8,not,2.8
2013,Nitrate nitrogen,mg/L,5,not,5.0
2013,Chloride,mg/L,7.3,not,7.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,12.2,not,12.2
2013,Nitrate nitrogen,mg/L,1.99,not,1.99
2013,Electrical conductivity,µS/cm,22.4,not,22.4
2013,Nitrate nitrogen,mg/L,8,not,8.0
2013,Nitrate nitrogen,mg/L,2,not,2.0
2013,Electrical conductivity,µS/cm,21.3,not,21.3
2013,Nitrate nitrogen,mg/L,0.84,not,0.84
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,6.8,not,6.8
2013,Chloride,mg/L,6,not,6.0
2013,Nitrate nitrogen,mg/L,13.1,not,13.1
2013,Nitrate nitrogen,mg/L,14.9,not,14.9
2013,Chloride,mg/L,13.3,not,13.3
2013,Electrical conductivity,µS/cm,14.3,not,14.3
2013,Electrical conductivity,µS/cm,15,not,15.0
2013,Nitrate nitrogen,mg/L,12.4,not,12.4
2013,Nitrate nitrogen,mg/L,13.1,not,13.1
2013,Electrical conductivity,µS/cm,20.5,not,20.5
2013,Electrical conductivity,µS/cm,19.8,not,19.8
2013,Electrical conductivity,µS/cm,20.5,not,20.5
2013,Electrical conductivity,µS/cm,30.7,not,30.7
2013,Electrical conductivity,µS/cm,18.7,not,18.7
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,5.1,not,5.1
2013,Electrical conductivity,µS/cm,16,not,16.0
2013,Electrical conductivity,µS/cm,21.6,not,21.6
2013,Nitrate nitrogen,mg/L,8.3,not,8.3
2013,Chloride,mg/L,7.7,not,7.7
2013,Chloride,mg/L,8.8,not,8.8
2013,Chloride,mg/L,8.1,not,8.1
2013,Chloride,mg/L,7.9,not,7.9
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,18.4,not,18.4
2013,Electrical conductivity,µS/cm,18.8,not,18.8
2013,Nitrate nitrogen,mg/L,10.7,not,10.7
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,15.7,not,15.7
2013,Electrical conductivity,µS/cm,15.3,not,15.3
2013,Electrical conductivity,µS/cm,14.9,not,14.9
2013,Electrical conductivity,µS/cm,14.6,not,14.6
2013,Electrical conductivity,µS/cm,15.5,not,15.5
2013,Electrical conductivity,µS/cm,16.3,not,16.3
2013,Electrical conductivity,µS/cm,16.5,not,16.5
2013,Electrical conductivity,µS/cm,18.8,not,18.8
2013,Electrical conductivity,µS/cm,16.9,not,16.9
2013,Electrical conductivity,µS/cm,17.7,not,17.7
2013,Electrical conductivity,µS/cm,11,not,11.0
2013,Electrical conductivity,µS/cm,11.1,not,11.1
2013,Electrical conductivity,µS/cm,21.4,not,21.4
2013,Electrical conductivity,µS/cm,11,not,11.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,3.7,not,3.7
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,20,not,20.0
2013,Electrical conductivity,µS/cm,20.9,not,20.9
2013,Electrical conductivity,µS/cm,17.5,not,17.5
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,4.5,not,4.5
2013,Chloride,mg/L,8.9,not,8.9
2013,Electrical conductivity,µS/cm,29.2,not,29.2
2013,Electrical conductivity,µS/cm,31.8,not,31.8
2013,Electrical conductivity,µS/cm,28.9,not,28.9
2013,Electrical conductivity,µS/cm,28.7,not,28.7
2013,Nitrate nitrogen,mg/L,3.7,not,3.7
2013,Nitrate nitrogen,mg/L,3.8,not,3.8
2013,Nitrate nitrogen,mg/L,4.3,not,4.3
2013,Nitrate nitrogen,mg/L,4.7,not,4.7
2013,Nitrate nitrogen,mg/L,0.21,not,0.21
2013,Chloride,mg/L,7.3,not,7.3
2013,Nitrate nitrogen,mg/L,5.1,not,5.1
2013,Nitrate nitrogen,mg/L,8.2,not,8.2
2013,Nitrate nitrogen,mg/L,5.2,not,5.2
2013,Nitrate nitrogen,mg/L,0.26,not,0.26
2013,Dissolved reactive phosphorus,mg/L,0.011,not,0.011
2013,Dissolved reactive phosphorus,mg/L,0.014,not,0.014
2013,Nitrate nitrogen,mg/L,9.4,not,9.4
2013,Dissolved reactive phosphorus,mg/L,0.014,not,0.014
2013,Nitrate nitrogen,mg/L,6.2,not,6.2
2013,Dissolved reactive phosphorus,mg/L,0.006,not,0.006
2013,Chloride,mg/L,7.6,not,7.6
2013,Nitrate nitrogen,mg/L,3.2,not,3.2
2013,Nitrate nitrogen,mg/L,3.6,not,3.6
2013,Nitrate nitrogen,mg/L,3.6,not,3.6
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,24,not,24.0
2013,Electrical conductivity,µS/cm,18.3,not,18.3
2013,Electrical conductivity,µS/cm,20.7,not,20.7
2013,Nitrate nitrogen,mg/L,9.5,not,9.5
2013,Electrical conductivity,µS/cm,18.8,not,18.8
2013,Electrical conductivity,µS/cm,23.8,not,23.8
2013,Electrical conductivity,µS/cm,23.7,not,23.7
2013,Electrical conductivity,µS/cm,23.9,not,23.9
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,24.2,not,24.2
2013,Electrical conductivity,µS/cm,23.6,not,23.6
2013,Chloride,mg/L,7.7,not,7.7
2013,Chloride,mg/L,11.2,not,11.2
2013,Chloride,mg/L,8.1,not,8.1
2013,Chloride,mg/L,7.9,not,7.9
2013,Chloride,mg/L,7.9,not,7.9
2013,Nitrate nitrogen,mg/L,4.5,not,4.5
2013,Nitrate nitrogen,mg/L,4.1,not,4.1
2013,Nitrate nitrogen,mg/L,4,not,4.0
2013,Electrical conductivity,µS/cm,14.9,not,14.9
2013,Nitrate nitrogen,mg/L,6.2,not,6.2
2013,Nitrate nitrogen,mg/L,3.7,not,3.7
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,9.3,not,9.3
2013,Electrical conductivity,µS/cm,11.1,not,11.1
2013,Electrical conductivity,µS/cm,10.8,not,10.8
2013,Electrical conductivity,µS/cm,11.1,not,11.1
2013,Electrical conductivity,µS/cm,11.1,not,11.1
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,4.1,not,4.1
2013,Electrical conductivity,µS/cm,26.7,not,26.7
2013,Electrical conductivity,µS/cm,11,not,11.0
2013,Electrical conductivity,µS/cm,14.1,not,14.1
2013,Nitrate nitrogen,mg/L,11.6,not,11.6
2013,Chloride,mg/L,12.3,not,12.3
2013,Electrical conductivity,µS/cm,11.1,not,11.1
2013,Electrical conductivity,µS/cm,14.7,not,14.7
2013,Electrical conductivity,µS/cm,19.8,not,19.8
2013,Electrical conductivity,µS/cm,17.3,not,17.3
2013,Electrical conductivity,µS/cm,17.3,not,17.3
2013,Electrical conductivity,µS/cm,31.8,not,31.8
2013,Electrical conductivity,µS/cm,14.2,not,14.2
2013,Electrical conductivity,µS/cm,14.1,not,14.1
2013,Chloride,mg/L,11.2,not,11.2
2013,Nitrate nitrogen,mg/L,5.6,not,5.6
2013,Electrical conductivity,µS/cm,10.8,not,10.8
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,8.3,not,8.3
2013,Nitrate nitrogen,mg/L,7.2,not,7.2
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,23.5,not,23.5
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,5.5,not,5.5
2013,Chloride,mg/L,8.2,not,8.2
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,8.3,not,8.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,2,not,2.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,0.1,not,0.1
2013,Nitrate nitrogen,mg/L,0.11,not,0.11
2013,E. coli,MPN / 100ml,1,not,1.0
2013,E. coli,MPN / 100ml,6,not,6.0
2013,Nitrate nitrogen,mg/L,0.75,not,0.75
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,3.8,not,3.8
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,18.2,not,18.2
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,14.7,not,14.7
2013,Nitrate nitrogen,mg/L,0.34,not,0.34
2013,Nitrate nitrogen,mg/L,8.6,not,8.6
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,7.2,not,7.2
2013,Nitrate nitrogen,mg/L,6.3,not,6.3
2013,Nitrate nitrogen,mg/L,7.4,not,7.4
2013,Nitrate nitrogen,mg/L,7.3,not,7.3
2013,Electrical conductivity,µS/cm,18,not,18.0
2013,Chloride,mg/L,7.4,not,7.4
2013,Chloride,mg/L,45,not,45.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,36,not,36.0
2013,Chloride,mg/L,36,not,36.0
2013,Chloride,mg/L,32,not,32.0
2013,Chloride,mg/L,10.8,not,10.8
2013,Chloride,mg/L,34,not,34.0
2013,Electrical conductivity,µS/cm,22.9,not,22.9
2013,Chloride,mg/L,13.7,not,13.7
2013,Electrical conductivity,µS/cm,18,not,18.0
2013,Electrical conductivity,µS/cm,22.1,not,22.1
2013,Chloride,mg/L,12,not,12.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,18.9,not,18.9
2013,Nitrate nitrogen,mg/L,2.2,not,2.2
2013,Electrical conductivity,µS/cm,7.1,not,7.1
2013,Nitrate nitrogen,mg/L,8.4,not,8.4
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,9.8,not,9.8
2013,Chloride,mg/L,6.7,not,6.7
2013,Chloride,mg/L,6.6,not,6.6
2013,Nitrate nitrogen,mg/L,7.4,not,7.4
2013,Electrical conductivity,µS/cm,23.1,not,23.1
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,5.7,not,5.7
2013,Chloride,mg/L,7.8,not,7.8
2013,Chloride,mg/L,8.8,not,8.8
2013,Chloride,mg/L,8.6,not,8.6
2013,Chloride,mg/L,8.6,not,8.6
2013,Chloride,mg/L,14.1,not,14.1
2013,Chloride,mg/L,15.4,not,15.4
2013,Chloride,mg/L,12.7,not,12.7
2013,Electrical conductivity,µS/cm,21.3,not,21.3
2013,Electrical conductivity,µS/cm,20.8,not,20.8
2013,Electrical conductivity,µS/cm,20.9,not,20.9
2013,Nitrate nitrogen,mg/L,1.98,not,1.98
2013,Electrical conductivity,µS/cm,15.3,not,15.3
2013,Chloride,mg/L,29,not,29.0
2013,Chloride,mg/L,7.7,not,7.7
2013,Dissolved reactive phosphorus,mg/L,0.016,not,0.016
2013,Electrical conductivity,µS/cm,19.1,not,19.1
2013,Chloride,mg/L,5.9,not,5.9
2013,Nitrate nitrogen,mg/L,3.8,not,3.8
2013,Nitrate nitrogen,mg/L,5.7,not,5.7
2013,Nitrate nitrogen,mg/L,6.3,not,6.3
2013,Nitrate nitrogen,mg/L,3.7,not,3.7
2013,Nitrate nitrogen,mg/L,5.1,not,5.1
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,18.1,not,18.1
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,20.9,not,20.9
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,21.9,not,21.9
2013,Electrical conductivity,µS/cm,21.7,not,21.7
2013,Electrical conductivity,µS/cm,11.5,not,11.5
2013,Electrical conductivity,µS/cm,21.1,not,21.1
2013,Electrical conductivity,µS/cm,21.5,not,21.5
2013,Electrical conductivity,µS/cm,22.3,not,22.3
2013,Nitrate nitrogen,mg/L,2.3,not,2.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,23.3,not,23.3
2013,Electrical conductivity,µS/cm,15.9,not,15.9
2013,Electrical conductivity,µS/cm,16.4,not,16.4
2013,Electrical conductivity,µS/cm,31,not,31.0
2013,Electrical conductivity,µS/cm,31.7,not,31.7
2013,Nitrate nitrogen,mg/L,7.3,not,7.3
2013,Nitrate nitrogen,mg/L,7,not,7.0
2013,Nitrate nitrogen,mg/L,7,not,7.0
2013,Nitrate nitrogen,mg/L,6.8,not,6.8
2013,Nitrate nitrogen,mg/L,6.9,not,6.9
2013,Nitrate nitrogen,mg/L,8.5,not,8.5
2013,Chloride,mg/L,9.7,not,9.7
2013,Electrical conductivity,µS/cm,21.9,not,21.9
2013,Electrical conductivity,µS/cm,16.8,not,16.8
2013,Chloride,mg/L,9.3,not,9.3
2013,Electrical conductivity,µS/cm,18.1,not,18.1
2013,Electrical conductivity,µS/cm,18,not,18.0
2013,Electrical conductivity,µS/cm,18.4,not,18.4
2013,Nitrate nitrogen,mg/L,9.1,not,9.1
2013,E. coli,MPN / 100ml,4,not,4.0
2013,Chloride,mg/L,17.7,not,17.7
2013,Nitrate nitrogen,mg/L,8.7,not,8.7
2013,Nitrate nitrogen,mg/L,8,not,8.0
2013,Electrical conductivity,µS/cm,16.6,not,16.6
2013,Electrical conductivity,µS/cm,16.4,not,16.4
2013,Nitrate nitrogen,mg/L,1.4,not,1.4
2013,Nitrate nitrogen,mg/L,<0.05,<,0.05
2013,Electrical conductivity,µS/cm,21,not,21.0
2013,Electrical conductivity,µS/cm,14.1,not,14.1
2013,Chloride,mg/L,8,not,8.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,15.5,not,15.5
2013,Electrical conductivity,µS/cm,18.4,not,18.4
2013,Electrical conductivity,µS/cm,15.6,not,15.6
2013,Electrical conductivity,µS/cm,15.8,not,15.8
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,<0.05,<,0.05
2013,Electrical conductivity,µS/cm,12.5,not,12.5
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,7.4,not,7.4
2013,Nitrate nitrogen,mg/L,9.4,not,9.4
2013,Nitrate nitrogen,mg/L,4.1,not,4.1
2013,Nitrate nitrogen,mg/L,4.4,not,4.4
2013,Nitrate nitrogen,mg/L,4.7,not,4.7
2013,Nitrate nitrogen,mg/L,8.6,not,8.6
2013,Nitrate nitrogen,mg/L,9.6,not,9.6
2013,Nitrate nitrogen,mg/L,10,not,10.0
2013,Chloride,mg/L,11.8,not,11.8
2013,Chloride,mg/L,13.1,not,13.1
2013,E. coli,MPN / 100ml,1,not,1.0
2013,Nitrate nitrogen,mg/L,6,not,6.0
2013,Nitrate nitrogen,mg/L,4.6,not,4.6
2013,Chloride,mg/L,7.5,not,7.5
2013,Chloride,mg/L,7.6,not,7.6
2013,Chloride,mg/L,7.3,not,7.3
2013,Electrical conductivity,µS/cm,23.2,not,23.2
2013,Electrical conductivity,µS/cm,22.5,not,22.5
2013,Chloride,mg/L,41,not,41.0
2013,Electrical conductivity,µS/cm,18.5,not,18.5
2013,Electrical conductivity,µS/cm,19.3,not,19.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,1,not,1.0
2013,E. coli,MPN / 100ml,1,not,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,18.9,not,18.9
2013,Electrical conductivity,µS/cm,19.7,not,19.7
2013,Electrical conductivity,µS/cm,21.5,not,21.5
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,24.4,not,24.4
2013,Chloride,mg/L,33,not,33.0
2013,Electrical conductivity,µS/cm,14.7,not,14.7
2013,Nitrate nitrogen,mg/L,13.7,not,13.7
2013,Electrical conductivity,µS/cm,17,not,17.0
2013,Electrical conductivity,µS/cm,17.7,not,17.7
2013,Electrical conductivity,µS/cm,17.3,not,17.3
2013,Electrical conductivity,µS/cm,18.5,not,18.5
2013,Electrical conductivity,µS/cm,16.9,not,16.9
2013,Electrical conductivity,µS/cm,31.3,not,31.3
2013,Chloride,mg/L,12.8,not,12.8
2013,Chloride,mg/L,3.1,not,3.1
2013,Chloride,mg/L,4,not,4.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,11.9,not,11.9
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,7.3,not,7.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,1.31,not,1.31
2013,Chloride,mg/L,2.3,not,2.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,17,not,17.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,67.4,not,67.4
2013,Electrical conductivity,µS/cm,67.9,not,67.9
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,135,not,135.0
2013,Electrical conductivity,µS/cm,16.9,not,16.9
2013,Chloride,mg/L,142,not,142.0
2013,Nitrate nitrogen,mg/L,14,not,14.0
2013,Nitrate nitrogen,mg/L,5.6,not,5.6
2013,Nitrate nitrogen,mg/L,3.9,not,3.9
2013,Nitrate nitrogen,mg/L,1.6,not,1.6
2013,Electrical conductivity,µS/cm,22,not,22.0
2013,Electrical conductivity,µS/cm,10.4,not,10.4
2013,Chloride,mg/L,4.7,not,4.7
2013,Dissolved reactive phosphorus,mg/L,0.016,not,0.016
2013,Dissolved reactive phosphorus,mg/L,0.015,not,0.015
2013,Dissolved reactive phosphorus,mg/L,0.015,not,0.015
2013,Dissolved reactive phosphorus,mg/L,0.016,not,0.016
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,4.2,not,4.2
2013,Chloride,mg/L,4.5,not,4.5
2013,Chloride,mg/L,4.8,not,4.8
2013,Chloride,mg/L,4.3,not,4.3
2013,Chloride,mg/L,4.7,not,4.7
2013,Electrical conductivity,µS/cm,23.3,not,23.3
2013,Chloride,mg/L,28,not,28.0
2013,Chloride,mg/L,5.7,not,5.7
2013,Nitrate nitrogen,mg/L,10.3,not,10.3
2013,Chloride,mg/L,4.4,not,4.4
2013,Chloride,mg/L,5,not,5.0
2013,Chloride,mg/L,5.3,not,5.3
2013,Chloride,mg/L,4.6,not,4.6
2013,Chloride,mg/L,4.6,not,4.6
2013,Chloride,mg/L,7.7,not,7.7
2013,Chloride,mg/L,7,not,7.0
2013,Nitrate nitrogen,mg/L,7.2,not,7.2
2013,Electrical conductivity,µS/cm,22,not,22.0
2013,Electrical conductivity,µS/cm,9.6,not,9.6
2013,Nitrate nitrogen,mg/L,5.8,not,5.8
2013,Chloride,mg/L,6.2,not,6.2
2013,Chloride,mg/L,4.9,not,4.9
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,10.7,not,10.7
2013,Nitrate nitrogen,mg/L,7.2,not,7.2
2013,Nitrate nitrogen,mg/L,7.1,not,7.1
2013,Chloride,mg/L,9.5,not,9.5
2013,Chloride,mg/L,10,not,10.0
2013,Chloride,mg/L,15,not,15.0
2013,Nitrate nitrogen,mg/L,7.7,not,7.7
2013,Chloride,mg/L,17.5,not,17.5
2013,Electrical conductivity,µS/cm,31.4,not,31.4
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,15.4,not,15.4
2013,Electrical conductivity,µS/cm,20.6,not,20.6
2013,Electrical conductivity,µS/cm,22.6,not,22.6
2013,Nitrate nitrogen,mg/L,7.3,not,7.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,9.4,not,9.4
2013,Electrical conductivity,µS/cm,21.7,not,21.7
2013,Nitrate nitrogen,mg/L,9.8,not,9.8
2013,Nitrate nitrogen,mg/L,9,not,9.0
2013,Nitrate nitrogen,mg/L,10,not,10.0
2013,Chloride,mg/L,15.7,not,15.7
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,7.4,not,7.4
2013,Nitrate nitrogen,mg/L,7.4,not,7.4
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,0.63,not,0.63
2013,Chloride,mg/L,3.2,not,3.2
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,4.4,not,4.4
2013,Nitrate nitrogen,mg/L,5,not,5.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,20,not,20.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,15,not,15.0
2013,Nitrate nitrogen,mg/L,12.6,not,12.6
2013,E. coli,MPN / 100ml,12,not,12.0
2013,Electrical conductivity,µS/cm,11.3,not,11.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,2,not,2.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,0.38,not,0.38
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,53,not,53.0
2013,Chloride,mg/L,10.9,not,10.9
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,4.5,not,4.5
2013,Nitrate nitrogen,mg/L,17.9,not,17.9
2013,Nitrate nitrogen,mg/L,<0.05,<,0.05
2013,Electrical conductivity,µS/cm,22.6,not,22.6
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,51,not,51.0
2013,E. coli,MPN / 100ml,25,not,25.0
2013,Electrical conductivity,µS/cm,98.4,not,98.4
2013,Electrical conductivity,µS/cm,100.2,not,100.2
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,98.6,not,98.6
2013,Chloride,mg/L,1.4,not,1.4
2013,Electrical conductivity,µS/cm,96.5,not,96.5
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,1,not,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,16.1,not,16.1
2013,Electrical conductivity,µS/cm,16.7,not,16.7
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Nitrate nitrogen,mg/L,<0.05,<,0.05
2013,Nitrate nitrogen,mg/L,0.16,not,0.16
2013,Chloride,mg/L,1.4,not,1.4
2013,Electrical conductivity,µS/cm,22.5,not,22.5
2013,Electrical conductivity,µS/cm,20.1,not,20.1
2013,Electrical conductivity,µS/cm,22.5,not,22.5
2013,Electrical conductivity,µS/cm,2.8,not,2.8
2013,Electrical conductivity,µS/cm,20.1,not,20.1
2013,Dissolved reactive phosphorus,mg/L,0.017,not,0.017
2013,Chloride,mg/L,5.9,not,5.9
2013,Chloride,mg/L,61,not,61.0
2013,Chloride,mg/L,<0.5,<,0.5
2013,Chloride,mg/L,<0.5,<,0.5
2013,Chloride,mg/L,5.8,not,5.8
2013,Chloride,mg/L,6.3,not,6.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,1.2,not,1.2
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,1.4,not,1.4
2013,Chloride,mg/L,26,not,26.0
2013,Chloride,mg/L,6.7,not,6.7
2013,Electrical conductivity,µS/cm,8,not,8.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,30.3,not,30.3
2013,Electrical conductivity,µS/cm,30.4,not,30.4
2013,Dissolved reactive phosphorus,mg/L,0.006,not,0.006
2013,Electrical conductivity,µS/cm,23.1,not,23.1
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,34,not,34.0
2013,Chloride,mg/L,31,not,31.0
2013,Nitrate nitrogen,mg/L,4.6,not,4.6
2013,Electrical conductivity,µS/cm,47.9,not,47.9
2013,Chloride,mg/L,12.1,not,12.1
2013,Chloride,mg/L,11,not,11.0
2013,Electrical conductivity,µS/cm,48.3,not,48.3
2013,Chloride,mg/L,9.7,not,9.7
2013,Dissolved reactive phosphorus,mg/L,<0.004,<,0.004
2013,Nitrate nitrogen,mg/L,4.2,not,4.2
2013,Electrical conductivity,µS/cm,22.1,not,22.1
2013,Chloride,mg/L,10.1,not,10.1
2013,Electrical conductivity,µS/cm,6.1,not,6.1
2013,Nitrate nitrogen,mg/L,3.9,not,3.9
2013,Chloride,mg/L,1.3,not,1.3
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,6.2,not,6.2
2013,Nitrate nitrogen,mg/L,9.9,not,9.9
2013,Nitrate nitrogen,mg/L,9.4,not,9.4
2013,Electrical conductivity,µS/cm,16.8,not,16.8
2013,Nitrate nitrogen,mg/L,4.3,not,4.3
2013,Electrical conductivity,µS/cm,16.1,not,16.1
2013,Electrical conductivity,µS/cm,16.4,not,16.4
2013,Electrical conductivity,µS/cm,16.5,not,16.5
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Chloride,mg/L,3.7,not,3.7
2013,E. coli,MPN / 100ml,<1,<,1.0
2013,Electrical conductivity,µS/cm,16.7,not,16.7
2013,Electrical conductivity,µS/cm,21.9,not,21.9
2013,Electrical conductivity,µS/cm,21,not,21.0
